Ruta,Texto original,Traducción
State[81].message4,,
State[82].name,,
State[82].note,,
State[82].message1,,
State[82].message2,,
State[82].message3,,
State[82].message4,,
State[83].name,Attack debuff,
State[83].note,,
State[83].message1,,
State[83].message2,,
State[83].message3,,
State[83].message4,,
State[84].name,Defence debuff,
State[84].note,,
State[84].message1,,
State[84].message2,,
State[84].message3,,
State[84].message4,,
State[85].name,death_incoming,
State[85].note,,
State[85].message1,,
State[85].message2,,
State[85].message3,,
State[85].message4,,
State[86].name,Проклятье,
State[86].note,,
State[86].message1,,
State[86].message2,,
State[86].message3,,
State[86].message4,,
State[87].name,Без лица,
State[87].note,,
State[87].message1,,
State[87].message2,,
State[87].message3,,
State[87].message4,,
State[88].name,Горит,
State[88].note,,
State[88].message1,,
State[88].message2,,
State[88].message3,,
State[88].message4,,
State[89].name,Дебафф к защите,
State[89].note,,
State[89].message1,,
State[89].message2,,
State[89].message3,,
State[89].message4,,
State[90].name,Токсин,
State[90].note,,
State[90].message1,,
State[90].message2,,
State[90].message3,,
State[90].message4,,
State[91].name,СОПРОТИВЛЯЕТСЯ СМЕРТИ,
State[91].note,,
State[91].message1,,
State[91].message2,,
State[91].message3,,
State[91].message4,,
State[92].name,,
State[92].note,,
State[92].message1,,
State[92].message2,,
State[92].message3,,
State[92].message4,,
State[93].name,Blindness2,
State[93].note,,
State[93].message1,,
State[93].message2,,
State[93].message3,,
State[93].message4,,
State[94].name,Curse2,
State[94].note,,
State[94].message1,,
State[94].message2,,
State[94].message3,,
State[94].message4,,
State[95].name,Парализован,
State[95].note,,
State[95].message1,,
State[95].message2,,
State[95].message3,,
State[95].message4,,
State[96].name,Ruin1,
State[96].note,,
State[96].message1,,
State[96].message2,,
State[96].message3,,
State[96].message4,,
State[97].name,Ruin2,
State[97].note,,
State[97].message1,,
State[97].message2,,
State[97].message3,,
State[97].message4,,
State[98].name,ruined1,
State[98].note,,
State[98].message1,,
State[98].message2,,
State[98].message3,,
State[98].message4,,
State[99].name,Разумный цветок,
State[99].note,,
State[99].message1,,
State[99].message2,,
State[99].message3,,
State[99].message4,,
State[100].name,Насмешка,
State[100].note,"<Physical Taunt>
<Magical Taunt>
<Certain Taunt>",
State[100].message1,,
State[100].message2,,
State[100].message3,,
State[100].message4,,
State[101].name,Насмешка,
State[101].note,"<Physical Taunt>
<Magical Taunt>
<Certain Taunt>",
State[101].message1,,
State[101].message2,,
State[101].message3,,
State[101].message4,,
State[102].name,No criticals!,
State[102].note,,
State[102].message1,,
State[102].message2,,
State[102].message3,,
State[102].message4,,
State[103].name,taunt_invicible,
State[103].note,,
State[103].message1,,
State[103].message2,,
State[103].message3,,
State[103].message4,,
State[104].name,Разделить,
State[104].note,,
State[104].message1,,
State[104].message2,,
State[104].message3,,
State[104].message4,,
State[105].name,Щупальца,
State[105].note,,
State[105].message1,,
State[105].message2,,
State[105].message3,,
State[105].message4,,
State[106].name,,
State[106].note,,
State[106].message1,,
State[106].message2,,
State[106].message3,,
State[106].message4,,
State[107].name,,
State[107].note,,
State[107].message1,,
State[107].message2,,
State[107].message3,,
State[107].message4,,
State[108].name,,
State[108].note,,
State[108].message1,,
State[108].message2,,
State[108].message3,,
State[108].message4,,
State[109].name,,
State[109].note,,
State[109].message1,,
State[109].message2,,
State[109].message3,,
State[109].message4,,
State[110].name,,
State[110].note,,
State[110].message1,,
State[110].message2,,
State[110].message3,,
State[110].message4,,
